Frame_130,Frame_131,Frame_132
208760.0,243232.0,304828.0
50398.591686085085,44156.84222441388,30371.82297457743
107306.19382663297,94142.18569449944,74128.83263936079
73829.63198040529,35603.70275240981,33474.20961502845
93966.38486093927,40169.309284115,41321.66869238883
43683.96427507804,131279.95082565126,102743.33977909328
26211.37633366967,35794.76226705623,29371.420728880265
77675.47264915732,63477.17689600123,61357.98871861504
156447.02885079756,85603.94469052914,141187.80999925596
93668.95547366371,173007.495077339,138463.46409779644
109090.44302377518,99037.50389950443,70414.75157198375
227719.5020301371,37519.263579915976,131688.64113591445
140035.23409580253,99452.03793930831,109231.65516566178
126380.07754217974,135211.21040428645,96593.14871940165
14661.611933145892,111056.88967892065,159480.9652184442
47138.94697614346,87542.49279861193,40670.80142170794
54715.908439948544,95999.67327872716,124738.77212064239
69911.4546129696,77284.67931168484,77985.32099848079
24392.261422299718,75464.54846632342,51473.86121903091
157530.58459824522,23531.63979981664,52856.82545729828
57582.384248339484,169206.92008855368,177378.03288242483
26772.319030469374,169553.2119953427,100193.58769991064
115075.44669998786,105960.60126407056,57929.62157353265
151899.54208023375,43621.04783052235,119642.93549479742
45664.87295619051,98317.21453531279,133861.40805255214
101635.14989692233,134068.43374605486,50665.913017779916
57999.542460266566,128121.43220027481,173891.32419717807
127917.80052850007,233825.40649874695,153417.04416150675
184966.95996749005,90551.81360753662,60092.77581643354
169945.30180254276,25355.474685072273,58162.444460755185
98228.63562771406,102473.978382705,115099.08533434547
240589.98831468332,239902.45312352147,191243.81745750975
69872.02961009866,71695.56444917552,27430.987663117765
68415.87330355136,59246.61185844934,64394.397313559995
151557.41418003806,160200.96971118948,136057.83247160705
160792.817459947,38083.670907216314,8959.081538392258
183931.99627160982,16425.226707685484,91160.0283293027
83182.92536738596,191254.9303160019,78396.58535177437
335539.5159317855,207286.61020547096,106059.21672399185
94609.69576473976,35565.856308590424,132084.53918501353
232733.8175451791,157431.26723162114,77510.48580901725
118795.23474600558,112873.5814207554,50992.36362517586
235996.82254933062,59344.96498436528,63060.11909164676
399925.4212425727,115736.39174701835,83096.97297094845
228331.27088550117,104286.70436866279,168515.0324415281
223201.54216881198,149390.54143825962,112113.04977534707
75025.84752582674,40908.00670741728,100813.1285340615
73275.12686276447,80651.11127422376,51628.32842222804
123808.90469940323,96007.9212681288,106524.34718407266
79831.11092452613,93574.89723561962,101449.87989901475
127136.89588753157,146861.3732196432,83581.31103540924
