Raw_Frame,Manual_Hamming_Windowed
1.5330601232932395e-09,4.995589677987044e-10
-6.055609347299651e-10,-1.9346050352222464e-10
-1.6471583208499396e-08,-5.157973210013834e-09
-1.1753595430263886e-08,-3.6068318973102397e-09
-8.002654539041032e-09,-2.406038900009373e-09
-1.0197576116866003e-08,-3.0031763231347566e-09
3.6606053743781786e-09,1.0557326732847842e-09
3.848914964521555e-09,1.0868221557348108e-09
7.228004861303816e-09,1.997835980399994e-09
-1.2892385825580277e-08,-3.487372157752083e-09
6.717058020910827e-09,1.7777491290185928e-09
-1.0813339557103063e-08,-2.7995025302084615e-09
1.5153691634850475e-08,3.836834273192273e-09
-1.0733758770697932e-08,-2.6573252714556156e-09
3.023289707471122e-08,7.316723163289515e-09
-2.4620856464707686e-08,-5.823590122715577e-09
-5.032174676955492e-10,-1.1630604412292558e-10
-6.9951804348988844e-09,-1.5794799379309218e-09
1.2641471869301313e-08,2.7880008497918546e-09
-1.758963641407263e-08,-3.788311224542119e-09
1.7555670694946457e-08,3.6916072051736216e-09
-8.02114108466867e-09,-1.646500225298503e-09
1.4734300890495433e-08,2.951915641554361e-09
9.882940688044073e-09,1.9321185476850603e-09
2.9781377364201944e-09,5.680590915850882e-10
-2.1814514639117988e-09,-4.059077976867401e-10
2.228401907444777e-09,4.044313400872346e-10
2.136318144607685e-08,3.781184112086553e-09
-2.9541823209910945e-08,-5.098662857251597e-09
3.444478835490372e-08,5.7963146339776245e-09
-1.4401244641248923e-08,-2.362634801142875e-09
3.3667685528371294e-08,5.384478461812293e-09
-3.402486825621054e-08,-5.3043712692674336e-09
4.4786400366092494e-08,6.805690830670967e-09
-3.7270485364615524e-08,-5.520395161779628e-09
4.935539266170963e-08,7.125558934447561e-09
-2.776115692881831e-08,-3.906714686081482e-09
5.5096052165026776e-08,7.55798961022804e-09
-3.675892656929136e-08,-4.9158008436479066e-09
4.77615991201219e-08,6.227344994649272e-09
-4.011962317918005e-08,-5.1007538756621955e-09
7.057287376710519e-08,8.750733312784423e-09
-6.609391078882254e-08,-7.994451200930865e-09
1.1042080672041266e-07,1.3031873380356603e-08
-1.5931563268622995e-07,-1.8351388552314237e-08
3.080573378611007e-07,3.464505362209291e-08
-7.163332043091941e-07,-7.868429593346544e-08
4.1337348193337675e-06,4.4367361066599556e-07
2.853717433026759e-06,2.9942364432919295e-07
-1.697443849479896e-06,-1.7420197526398486e-07
1.727202629808744e-06,1.7347420305805225e-07
-2.335166072953143e-06,-2.2967749655879547e-07
6.139354809420183e-06,5.917412400634535e-07
7.4657791628851555e-06,7.056945061562076e-07
-1.5627697393938433e-06,-1.449833496910215e-07
6.559077974088723e-07,5.977528081838603e-08
-1.1630666563178238e-07,-1.0421694458832653e-08
-5.571183692154591e-07,-4.913150880101169e-08
5.070533916295972e-06,4.405482757747521e-07
1.049062802849221e-06,8.989600427858871e-08
8.089049856607744e-07,6.844315827866135e-08
5.429908924270421e-06,4.5418700024914123e-07
-8.911488862395345e-07,-7.377989916739808e-08
5.8069167607754935e-06,4.7646759258964116e-07
8.047300070757046e-06,6.552525317852162e-07
4.433581580087775e-06,3.587311011838738e-07
-3.320485120639205e-06,-2.673429488097543e-07
8.001878995855805e-06,6.419757188587119e-07
5.981625690765213e-06,4.788712104960091e-07
-3.035835050013702e-07,-2.4286680400109623e-08
