Spectral_Centroid_Hz
1172.2331798683463
890.0552639872717
629.7656451998126
219.756112979038
1852.164933206553
2418.4185350935213
2488.835294264917
2459.450041250527
2471.538010037346
2511.2004365776256
2879.4241871530494
2971.368936924241
2900.652490418629
2835.8676738211516
2678.671441819077
2807.8821829724907
2717.940347457084
2508.5013884383648
2627.2513044315547
3203.374122367953
3302.9582908880984
2890.3550114478803
2296.122650757951
2599.3201300475757
3396.5841420355773
3686.116437909498
3761.1558548182666
3246.625530657516
2373.4390952576396
1922.46668223316
1653.527003700264
1683.2538169342424
2533.4172323627495
2955.2588402788774
3474.7028481504985
3774.591698122138
3882.601326700955
3822.7582091689487
2347.6345903252413
3055.981321660723
3624.7886201671026
3706.16874655527
3110.785793141466
1915.3418270638485
1326.7260753747328
1169.9381205011687
1147.7911709438156
1115.6002448919753
1090.359269882872
1003.457370871698
1010.6368926383248
1017.6832061402985
954.5761472286054
873.6780327810724
881.3021619559545
876.2071941935338
851.5951002908955
851.3901259978184
792.9978856924192
777.7412752723864
846.4347495101896
820.5435684667999
782.1345212097351
736.7077039672138
715.0651442530701
692.5390810753662
681.7009555573197
644.2265435705558
612.1287806483997
626.3480920610657
574.9790779000989
552.9423300150204
525.4556100971872
505.3432273166849
493.1211489004663
347.86930767901606
134.49655371959443
123.88343036078655
123.69965033088404
126.7927037661842
551.06413703262
837.6475593800423
