MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Contrast1,Contrast2,Contrast3,Contrast4,Contrast5,Contrast6,Contrast7
-1.8257240056991577,-0.9293786287307739,1.4869444370269775,0.629062831401825,1.2775506973266602,1.1526877880096436,2.003943681716919,1.5933687686920166,1.4163070917129517,0.32849225401878357,1.1554856300354004,0.11094380915164948,0.5625669956207275,-1.5256629238008428,-2.1390865637911354,-2.575170766961751,-3.0241017541286443,-2.9831725728240905,-2.711286082019943,-2.3266830009036044
-1.4117025136947632,0.11958068609237671,1.6497631072998047,0.5607395172119141,1.497580885887146,0.8520005345344543,2.014866352081299,1.622759222984314,1.3547083139419556,0.6978957056999207,1.5416847467422485,0.2569192349910736,0.6504194736480713,-0.7328195632404924,-2.1503706047417013,-2.5721814960617753,-3.086875713679704,-2.9583397301987913,-2.7064212621208643,-0.6643358876336469
-1.3788350820541382,0.16158969700336456,1.6136696338653564,0.6823654770851135,1.525306224822998,0.9133440852165222,2.1483001708984375,1.6614232063293457,1.4814527034759521,0.8103073239326477,1.658302903175354,0.3946889340877533,0.745502769947052,-0.07319763017022032,-2.0685268837261113,-2.4925367794686104,-3.0862097997583113,-2.855366955197548,-2.5668961558721377,-0.499121300977696
-1.7237958908081055,-0.5363562107086182,2.1232900619506836,1.139258861541748,1.4680019617080688,1.185616135597229,2.233041524887085,2.070741891860962,2.0147347450256348,1.0100164413452148,1.8881231546401978,0.7753245234489441,1.092511773109436,0.9967573434564458,1.5331466831672735,0.3606580695061193,-0.17520888568391224,-0.7030192581793523,-0.7533792084199582,-1.1894032875184324
-0.18940356373786926,-0.1896970421075821,0.7988262176513672,0.0744231566786766,-0.1669846624135971,1.6223487854003906,1.456650733947754,2.324363946914673,1.1743494272232056,0.8703507781028748,-0.19778069853782654,2.588721752166748,1.0657198429107666,-0.6837046907214203,-0.31012834747031226,-0.09463074712277338,-0.47838174373231684,-0.7668552749928573,-1.0734773410249001,-1.2633347788720215
0.8745818734169006,-0.36584022641181946,0.8263192176818848,-0.11419734358787537,-1.3204258680343628,0.600752055644989,-0.21072033047676086,0.5633887052536011,0.7792908549308777,1.0378963947296143,0.09429346770048141,1.3899049758911133,0.48609375953674316,-1.5873190347923263,0.32491982424081045,0.4146917033948536,-0.06483300430150352,-0.21433358959889068,-0.05580640601111691,1.4707051598717886
1.1971595287322998,-0.3822101354598999,1.005120038986206,0.05432141572237015,-1.2008287906646729,-0.3512476086616516,-1.1118768453598022,-0.0637555718421936,-0.1894397735595703,0.7213619947433472,0.0051127588376402855,0.011314566247165203,0.04678630456328392,-0.17622094405901362,-0.24365340315033712,0.018749019500093785,0.21924735679823135,-0.3940147329584004,-0.14257935001652555,0.8917245628404677
1.2303831577301025,-0.3440682590007782,1.251363754272461,0.08575570583343506,-0.8842713236808777,-0.5269464254379272,-1.3612531423568726,-0.061526525765657425,-1.0396215915679932,0.5235062837600708,0.1591598391532898,-0.3063836693763733,-0.8329455256462097,-0.44810024364275347,-0.29876229597803994,2.448146581647339,0.030004223443679024,-0.018120471896443047,-0.46507417607376683,1.1343751452536734
1.203462839126587,-0.31997162103652954,1.5960407257080078,0.17212383449077606,-1.0221377611160278,-0.11074985563755035,-0.5295172929763794,0.7111831307411194,-0.7761059403419495,-0.032369766384363174,-0.3800099194049835,-0.4619414508342743,-0.43594127893447876,-1.454922922375382,0.020935436566749736,0.3751916505699576,-0.11671533878444974,-0.43059230916648394,-0.8117442956713997,0.8235986665007172
1.1944037675857544,-0.40091976523399353,1.6623398065567017,0.23354825377464294,-1.505537986755371,-0.19459950923919678,-0.34987565875053406,0.595238208770752,-1.151838779449463,-1.5270782709121704,-0.6652034521102905,-0.6835271120071411,-0.539670467376709,-0.7633610435479069,-0.7765476112253181,-0.012952361193424067,0.21801490366601917,-0.3855844358315736,-0.6918419441689557,0.9360487724482409
