Frame,MelBin_1,MelBin_2,MelBin_3,MelBin_4,MelBin_5,MelBin_6,MelBin_7,MelBin_8,MelBin_9,MelBin_10,MelBin_11,MelBin_12,MelBin_13,MelBin_14,MelBin_15,MelBin_16,MelBin_17,MelBin_18,MelBin_19,MelBin_20,MelBin_21,MelBin_22,MelBin_23,MelBin_24,MelBin_25,MelBin_26,MelBin_27,MelBin_28,MelBin_29,MelBin_30,MelBin_31,MelBin_32,MelBin_33,MelBin_34,MelBin_35,MelBin_36,MelBin_37,MelBin_38,MelBin_39,MelBin_40,MelBin_41,MelBin_42,MelBin_43,MelBin_44,MelBin_45,MelBin_46,MelBin_47,MelBin_48,MelBin_49,MelBin_50,MelBin_51,MelBin_52,MelBin_53,MelBin_54,MelBin_55,MelBin_56,MelBin_57,MelBin_58,MelBin_59,MelBin_60,MelBin_61,MelBin_62,MelBin_63,MelBin_64,MelBin_65,MelBin_66,MelBin_67,MelBin_68,MelBin_69,MelBin_70,MelBin_71,MelBin_72,MelBin_73,MelBin_74,MelBin_75,MelBin_76,MelBin_77,MelBin_78,MelBin_79,MelBin_80,MelBin_81,MelBin_82,MelBin_83,MelBin_84,MelBin_85,MelBin_86,MelBin_87,MelBin_88,MelBin_89,MelBin_90,MelBin_91,MelBin_92,MelBin_93,MelBin_94,MelBin_95,MelBin_96,MelBin_97,MelBin_98,MelBin_99,MelBin_100,MelBin_101,MelBin_102,MelBin_103,MelBin_104,MelBin_105,MelBin_106,MelBin_107,MelBin_108,MelBin_109,MelBin_110,MelBin_111,MelBin_112,MelBin_113,MelBin_114,MelBin_115,MelBin_116,MelBin_117,MelBin_118,MelBin_119,MelBin_120,MelBin_121,MelBin_122,MelBin_123,MelBin_124,MelBin_125,MelBin_126,MelBin_127,MelBin_128
11,-14.581761,-16.702955,-21.173864,-31.12562,-36.54642,-37.49592,-38.567596,-39.591545,-44.95495,-46.93596,-50.68982,-41.02085,-31.642982,-27.546595,-24.939798,-27.03142,-33.043106,-31.963087,-30.2376,-23.876026,-23.932526,-24.84829,-26.425365,-31.921618,-39.822525,-37.15322,-33.939713,-31.331238,-40.277412,-45.345615,-56.22074,-48.469368,-39.167183,-38.62005,-37.991516,-40.752483,-39.823715,-39.654865,-39.234154,-41.63757,-45.46222,-47.23743,-50.544445,-44.064293,-45.98046,-48.16941,-49.169,-47.468548,-44.701637,-40.343147,-37.743958,-42.10871,-39.237053,-34.213875,-37.54724,-32.480972,-31.030817,-43.3135,-39.473907,-38.817154,-41.930176,-41.058796,-46.451477,-43.43456,-42.32924,-39.485596,-37.809074,-40.083164,-40.356613,-45.498077,-43.122566,-41.358677,-42.315117,-38.13742,-42.576668,-43.721703,-37.77658,-37.503113,-41.860367,-45.92174,-54.832424,-57.523106,-49.214764,-42.7594,-47.356857,-56.68895,-51.803978,-50.911263,-50.812935,-54.884754,-53.61519,-54.287056,-67.2693,-68.40816,-73.098206,-64.10547,-66.31432,-69.88652,-68.31633,-74.29622,-74.03461,-73.86902,-75.24965,-78.549286,-80.0,-80.0,-80.0,-79.73595,-77.93263,-80.0,-80.0,-77.35889,-80.0,-78.66882,-75.465225,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
12,-18.642103,-18.112537,-17.566938,-24.164433,-38.128372,-41.828484,-51.30302,-39.716583,-46.910553,-47.234528,-47.04367,-31.536343,-28.231232,-26.79591,-25.36238,-25.197035,-32.89895,-35.784225,-41.65508,-31.223217,-25.334238,-27.216478,-35.835426,-29.739317,-28.515308,-28.494612,-28.334728,-33.028465,-37.297096,-38.637962,-40.044746,-36.760628,-36.979294,-37.242165,-37.459324,-37.656357,-42.57608,-44.65138,-47.580307,-43.337955,-42.67975,-44.10529,-52.29762,-46.78519,-43.625114,-42.463863,-42.161674,-42.37391,-42.79598,-49.800125,-40.443394,-37.51946,-48.556053,-37.75895,-28.123196,-23.680172,-24.737732,-30.916689,-35.34803,-35.305065,-38.439903,-44.68599,-45.896122,-44.836555,-39.273735,-39.72648,-47.053864,-45.214584,-43.795074,-41.51429,-37.34633,-35.001038,-36.03832,-37.73983,-44.96267,-40.256256,-35.234497,-39.315918,-46.481983,-52.473152,-53.718002,-60.259594,-52.21556,-48.80503,-49.92273,-54.50494,-49.7257,-52.42371,-53.297314,-58.1794,-50.057602,-49.14841,-61.659615,-67.608246,-71.94121,-63.45433,-62.218273,-64.676865,-66.81251,-69.21887,-70.13234,-74.313705,-72.88982,-70.35289,-77.07034,-80.0,-80.0,-80.0,-80.0,-80.0,-79.71193,-78.154755,-80.0,-80.0,-77.93122,-80.0,-80.0,-80.0,-80.0,-80.0,-73.08693,-74.93071,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
13,-9.768093,-11.027378,-12.810778,-27.16861,-40.944664,-36.31172,-33.65217,-44.89398,-55.188774,-43.72084,-40.350594,-27.34346,-28.839748,-28.49577,-27.878925,-25.055172,-28.04979,-30.221127,-36.699238,-28.787514,-23.416155,-24.472706,-26.978983,-34.879692,-34.302635,-33.06828,-31.454128,-35.300095,-41.348106,-39.981514,-37.359177,-34.84253,-45.23443,-52.18376,-49.636093,-70.43637,-44.65503,-42.079712,-39.368443,-38.453693,-41.387794,-43.257484,-49.391037,-46.172478,-47.593887,-45.639095,-43.086838,-42.023903,-45.028763,-50.96379,-41.494324,-35.163467,-37.853775,-33.239033,-37.160538,-26.686884,-27.598167,-30.236105,-38.787212,-41.098286,-47.223675,-53.239204,-51.240547,-48.05683,-40.80085,-41.290512,-43.803627,-45.257133,-38.55589,-34.58342,-30.302391,-33.95242,-40.610435,-40.287624,-42.08619,-35.68663,-35.33874,-42.45579,-44.621666,-46.30831,-46.65097,-51.911148,-46.372643,-43.230904,-49.645752,-52.910484,-50.351273,-49.842537,-51.35772,-52.44054,-52.51341,-53.19594,-57.985336,-68.31897,-68.25917,-62.71291,-62.333458,-60.1646,-63.616573,-68.360275,-68.48102,-69.50945,-68.751724,-71.22478,-75.92225,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.323654,-78.38431,-77.73009,-77.40451,-76.51397,-80.0,-80.0,-80.0,-80.0,-75.78563,-77.708275,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
14,-2.8454475,-4.140867,-6.001213,-16.917309,-28.19523,-31.420208,-43.316147,-35.405624,-40.732937,-43.268494,-50.912758,-29.361195,-29.180708,-28.651443,-27.907524,-36.22133,-32.960007,-29.986824,-27.612553,-24.02653,-24.919271,-24.385212,-23.444445,-28.200626,-32.47795,-29.426825,-26.48901,-24.425266,-31.460133,-35.012924,-48.328953,-38.91114,-36.560448,-36.924026,-37.795048,-40.791298,-47.44696,-46.077827,-42.71318,-47.927967,-47.242737,-46.675346,-45.75888,-44.28984,-40.749386,-39.93274,-41.207726,-46.19258,-50.654045,-47.113907,-36.84027,-41.065052,-32.35227,-25.42595,-25.146757,-33.72067,-40.35869,-34.015797,-35.056015,-33.615593,-37.233223,-42.555,-41.642124,-40.895466,-38.088036,-42.39318,-42.243225,-36.790134,-35.32134,-37.95734,-31.655556,-34.80378,-38.96292,-41.953144,-42.182896,-44.992825,-44.38357,-45.534378,-40.328106,-39.94362,-43.433647,-46.592903,-44.01755,-41.145515,-48.882004,-49.195694,-50.280243,-48.820076,-45.841927,-49.95577,-53.98233,-52.610493,-52.228752,-65.820496,-69.49367,-65.26666,-62.069233,-60.746727,-61.45663,-70.104324,-72.7699,-65.58893,-68.33148,-72.89797,-79.29217,-80.0,-80.0,-80.0,-80.0,-79.00804,-80.0,-74.98317,-76.795815,-78.640656,-80.0,-78.86262,-80.0,-80.0,-80.0,-80.0,-79.59332,-76.98268,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
15,0.0,-1.3154964,-3.2194767,-18.306736,-23.366316,-25.606789,-30.785812,-39.266163,-39.097504,-36.454082,-34.459023,-23.194277,-24.5072,-24.976946,-25.412975,-39.09751,-39.254395,-33.01269,-29.752071,-27.29113,-27.609303,-25.62954,-23.56183,-29.419033,-37.187828,-29.883762,-25.934134,-23.041721,-28.939545,-31.848541,-40.83011,-42.811653,-35.548416,-35.0767,-34.52821,-52.556297,-41.41478,-40.00287,-38.260345,-43.455414,-40.530113,-41.3214,-44.778442,-44.95739,-46.310402,-41.058586,-38.70793,-38.849754,-48.475708,-41.09713,-35.51121,-34.37448,-35.691376,-26.4546,-25.186623,-35.627262,-31.692202,-29.176765,-30.38538,-31.277485,-31.718079,-34.119255,-35.10958,-37.28298,-34.42388,-40.248928,-45.938858,-39.35839,-31.161263,-28.840496,-30.412788,-35.843323,-41.734543,-40.210907,-35.746944,-36.698265,-33.443035,-33.71084,-38.355694,-36.19862,-42.511623,-48.611385,-44.884735,-39.379307,-45.59211,-46.712597,-45.84076,-43.141243,-46.239086,-50.04977,-48.645164,-52.497524,-56.202896,-60.713673,-62.666077,-59.853863,-55.056057,-61.758297,-62.85587,-70.51353,-75.05917,-69.08782,-68.295364,-65.74119,-78.65967,-80.0,-80.0,-80.0,-78.74538,-71.63664,-75.49393,-74.30719,-78.6053,-76.148056,-74.33972,-79.22266,-80.0,-80.0,-80.0,-79.26703,-76.808846,-76.160416,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
16,-3.7806816,-5.428957,-8.164946,-11.385968,-22.77493,-24.940512,-27.767155,-34.901512,-38.802933,-35.756653,-33.55816,-18.845331,-16.153751,-17.105835,-18.680513,-23.426483,-24.807966,-25.041576,-25.086956,-21.21363,-20.281218,-21.96235,-27.037338,-29.056368,-30.276836,-31.141771,-32.47621,-31.380516,-40.51538,-36.6697,-32.706753,-35.943935,-34.07459,-34.027462,-33.92722,-38.394608,-44.57449,-36.213173,-31.567944,-29.466494,-34.28515,-36.943768,-45.218674,-47.095898,-38.70859,-35.386105,-34.277588,-34.97142,-39.214878,-51.680893,-39.283062,-39.686813,-41.972553,-28.137638,-25.441147,-30.785349,-33.256516,-30.405933,-34.078667,-38.266006,-33.054626,-31.022491,-33.351685,-38.741844,-35.34554,-35.276974,-39.695328,-37.359108,-34.30135,-30.756947,-32.875443,-34.901894,-44.683,-41.548428,-39.44506,-32.957718,-35.149086,-32.06422,-37.637268,-40.63582,-44.793682,-52.45005,-50.746937,-42.949192,-40.79863,-43.296757,-42.834953,-46.761734,-44.77691,-42.29338,-47.975777,-53.5499,-56.044254,-58.281376,-56.875195,-56.060932,-55.335285,-59.27632,-59.601223,-66.164406,-69.06578,-62.87742,-64.760544,-64.35097,-74.892426,-80.0,-80.0,-80.0,-77.84478,-72.79353,-74.07077,-76.318726,-80.0,-77.04219,-74.09186,-80.0,-80.0,-80.0,-80.0,-79.82907,-76.48273,-74.67137,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
17,-5.908989,-8.346689,-14.754518,-16.797348,-28.936287,-28.659203,-27.700167,-33.418453,-34.595623,-33.518097,-32.368454,-23.322664,-19.261497,-18.874231,-18.350338,-27.219946,-21.677761,-23.234484,-27.44607,-19.519085,-20.065487,-21.812479,-26.833694,-34.644173,-32.7994,-29.299618,-26.41182,-26.924599,-28.044937,-27.797024,-27.028877,-31.142397,-38.683937,-39.637184,-37.675274,-42.25759,-33.65872,-32.051907,-30.082483,-34.345024,-40.518173,-42.40323,-42.223343,-43.893036,-43.451656,-43.97541,-43.700657,-42.505474,-41.602684,-43.17309,-39.940002,-32.18995,-32.65941,-29.620468,-31.38623,-29.904991,-27.270302,-29.189362,-32.811413,-31.58006,-31.95039,-33.93479,-32.59862,-38.225594,-46.263645,-36.467953,-32.833138,-29.210361,-29.94374,-32.902397,-33.18242,-34.321518,-44.218067,-40.862617,-40.18879,-35.604626,-39.47756,-34.726807,-36.93454,-39.216667,-41.649643,-49.9226,-47.297104,-39.320213,-36.662025,-42.77749,-46.595512,-49.907803,-50.422222,-46.578968,-47.25991,-54.23407,-54.882374,-59.965076,-62.5697,-60.981365,-58.08209,-60.579693,-67.93205,-64.01222,-65.89991,-67.492645,-66.098785,-67.63687,-75.31995,-80.0,-80.0,-80.0,-80.0,-80.0,-75.26713,-72.18695,-80.0,-77.7856,-77.653564,-80.0,-80.0,-80.0,-80.0,-76.693146,-75.67967,-76.5977,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
18,-8.402405,-10.693578,-16.079496,-16.60307,-36.749336,-31.201141,-27.896416,-29.858288,-38.921104,-38.8648,-38.033485,-34.175865,-32.421627,-25.578978,-22.415897,-20.452646,-23.673277,-25.997072,-34.072098,-19.69239,-21.367281,-23.465551,-31.222254,-24.492367,-27.674261,-28.578928,-29.473055,-31.94336,-34.027817,-32.203793,-29.854265,-34.91526,-34.820385,-35.453564,-36.65847,-37.425274,-41.283466,-40.0645,-37.534737,-36.355793,-45.303963,-48.106728,-44.567947,-40.155453,-43.663784,-43.385796,-45.088566,-52.469498,-49.094337,-40.08056,-33.81733,-35.843502,-34.120956,-28.817598,-25.172771,-23.481306,-22.769468,-26.40639,-32.426193,-34.0335,-35.1585,-37.624645,-34.529663,-36.515438,-49.554337,-47.524826,-39.43537,-30.777628,-31.318539,-34.710686,-31.255411,-31.410261,-38.099472,-36.9282,-42.104706,-43.287357,-42.249405,-35.077095,-35.509613,-45.97422,-45.654762,-49.37509,-45.515,-38.840836,-43.526806,-47.49241,-47.762077,-43.30794,-46.241234,-44.002235,-48.813652,-58.330044,-65.20167,-62.889565,-64.62514,-60.178864,-60.96299,-66.790985,-68.57852,-65.503075,-68.33096,-73.59053,-71.681244,-71.88882,-76.28291,-80.0,-80.0,-80.0,-78.233536,-77.05844,-77.73447,-73.80817,-77.19179,-77.88196,-75.50458,-80.0,-80.0,-80.0,-80.0,-80.0,-73.68339,-76.47595,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
19,-7.950528,-9.48437,-11.90852,-16.516733,-35.026245,-34.46205,-31.863575,-30.615742,-37.69897,-39.32885,-41.403957,-35.140656,-29.78056,-29.778488,-29.729012,-30.795267,-29.945873,-29.914722,-29.724037,-20.04683,-23.249273,-24.93901,-28.360493,-28.99088,-31.060646,-33.05751,-40.047024,-33.94328,-34.273262,-35.843334,-41.000767,-38.351894,-41.26446,-42.30452,-43.55831,-45.48496,-42.97114,-42.878246,-42.81034,-41.665665,-43.244026,-43.757095,-44.377945,-50.67476,-39.75087,-37.33056,-36.848915,-38.01351,-40.711792,-41.628365,-42.56024,-44.445457,-36.020958,-29.355627,-27.434074,-30.99723,-26.341328,-38.261993,-34.503372,-38.401836,-40.527695,-36.617058,-35.230766,-36.35784,-39.259888,-38.67725,-35.092613,-33.3087,-36.632595,-38.923996,-34.00744,-33.37302,-34.472687,-33.672073,-37.33387,-41.203926,-43.19529,-44.464104,-41.39713,-47.907204,-52.71608,-54.679333,-55.031273,-42.83006,-44.165047,-49.244865,-48.29177,-44.372616,-43.661522,-45.300716,-43.666008,-54.083836,-60.81317,-57.717617,-59.882835,-59.978683,-63.325718,-63.519657,-66.75635,-69.84038,-70.68501,-70.51867,-72.06709,-73.04984,-77.18104,-80.0,-80.0,-80.0,-78.684555,-76.19334,-80.0,-76.58594,-80.0,-77.445625,-76.65805,-80.0,-80.0,-80.0,-80.0,-80.0,-76.62779,-79.49761,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
20,-10.487879,-10.081474,-9.638823,-17.325472,-36.432224,-39.47157,-37.374725,-37.888165,-40.936058,-40.50355,-39.83047,-36.81078,-34.67423,-36.236305,-39.691147,-28.919758,-26.853138,-25.844198,-24.639763,-22.924644,-32.132275,-33.60113,-32.646454,-30.300228,-29.251265,-28.451889,-27.273752,-26.643425,-31.486704,-33.911842,-40.57362,-74.99825,-48.610245,-49.623573,-54.196556,-48.31931,-46.53556,-47.08336,-48.59664,-46.931282,-49.11986,-47.992546,-45.926834,-48.667953,-47.634888,-46.887753,-41.79517,-39.89621,-46.173706,-49.24046,-40.53868,-35.823364,-36.948006,-38.995674,-28.640862,-27.086174,-26.990881,-31.78608,-38.25991,-39.814327,-54.133003,-46.54251,-48.068474,-44.647938,-45.278034,-44.58629,-39.34616,-33.791718,-35.19282,-36.536972,-34.918495,-33.06533,-35.654026,-35.11514,-41.406937,-41.69879,-45.240726,-47.18586,-43.067924,-44.158867,-51.829845,-57.42742,-59.37945,-44.915417,-46.13996,-54.834354,-49.669273,-49.553394,-47.994637,-43.239532,-45.559742,-55.047626,-58.56114,-57.490322,-61.565533,-64.024704,-64.34793,-61.595043,-65.10062,-75.16498,-72.6837,-70.37515,-70.47836,-73.35567,-77.3318,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.78616,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.44389,-78.56679,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
21,-14.867273,-15.609234,-16.472313,-22.65034,-35.452415,-38.122093,-41.82224,-41.392937,-46.160103,-43.132366,-40.923775,-30.632069,-36.45962,-39.011604,-46.187256,-34.85587,-35.964157,-36.954254,-38.47099,-27.681763,-33.624027,-34.992733,-35.946255,-41.988808,-39.279095,-31.5028,-27.68216,-26.079021,-34.840157,-39.239895,-43.76355,-41.75769,-43.796883,-45.817574,-56.150913,-55.642044,-50.299904,-46.562134,-43.164948,-47.496574,-51.194157,-50.323753,-48.139133,-65.962234,-51.705956,-43.037865,-40.784206,-41.12407,-49.06196,-52.082825,-40.24054,-35.787704,-35.561104,-35.845364,-29.939596,-35.12324,-32.08776,-33.363846,-41.38238,-38.280346,-38.2874,-41.68366,-39.6914,-44.489952,-51.49319,-43.09379,-38.83912,-40.18921,-34.170166,-31.775442,-33.11924,-34.962387,-38.716118,-40.74623,-46.05385,-40.37824,-41.16693,-41.063927,-41.846676,-51.105415,-53.01907,-56.60006,-50.62954,-42.958054,-47.478943,-59.65069,-54.036407,-50.448196,-49.118538,-45.824135,-49.712692,-53.91838,-55.47604,-63.459557,-60.56847,-65.43231,-66.80315,-68.60199,-68.81491,-80.0,-75.131516,-74.73363,-76.14853,-75.13207,-78.58403,-80.0,-77.357735,-80.0,-80.0,-80.0,-80.0,-78.15024,-80.0,-80.0,-79.85533,-80.0,-80.0,-80.0,-80.0,-80.0,-79.12513,-78.400955,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
22,-21.8692,-22.270617,-22.665438,-33.14942,-49.360435,-40.963356,-37.84998,-46.705452,-43.809296,-38.00821,-35.172394,-31.70161,-39.798805,-37.053722,-34.591255,-34.66235,-35.118027,-35.475056,-35.78508,-35.652916,-33.89438,-35.115463,-37.928974,-44.37887,-46.127167,-37.647682,-33.727074,-29.198006,-37.172935,-40.82019,-45.23266,-41.5496,-43.8993,-45.404263,-48.94594,-52.05109,-57.467426,-50.40377,-45.907898,-45.576782,-49.610718,-51.92735,-59.714043,-47.60296,-45.5018,-42.783295,-42.256104,-43.99407,-47.567,-39.862534,-38.97213,-43.54152,-39.007347,-32.68877,-30.812717,-42.494934,-38.9222,-38.99601,-37.445038,-40.40822,-41.029434,-39.88143,-36.883675,-41.131985,-46.55922,-47.387894,-44.429317,-43.625397,-37.60924,-37.831635,-38.357124,-38.35737,-43.43787,-40.706757,-41.441055,-40.99907,-40.975655,-46.736023,-45.17658,-49.518063,-52.213413,-50.43084,-46.993637,-43.55842,-47.329193,-54.926773,-55.607456,-52.050407,-45.425476,-45.52333,-53.329865,-52.01152,-58.412827,-66.78939,-64.93483,-70.028824,-68.710884,-69.21828,-71.80148,-80.0,-79.18663,-71.90047,-72.91314,-77.91571,-77.025635,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.15972,-78.817795,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
23,-14.665307,-15.292815,-15.988643,-22.027132,-38.51957,-42.2576,-44.516815,-42.056007,-47.012657,-44.651054,-42.696083,-33.978462,-37.08854,-36.212532,-35.039093,-33.72916,-44.133064,-37.9392,-34.415367,-32.111115,-38.067802,-37.868248,-36.60093,-34.423885,-41.48893,-39.880478,-37.199818,-31.211567,-38.66349,-42.23349,-49.44984,-47.670216,-55.88834,-57.28982,-55.138077,-51.0773,-51.90168,-52.07626,-51.977882,-60.953724,-52.160374,-51.83249,-51.972866,-49.637924,-50.52102,-49.538895,-46.436066,-45.16918,-48.664986,-43.33412,-36.700256,-35.810913,-36.31063,-37.38575,-39.45443,-30.824001,-30.735804,-33.272606,-42.57883,-45.54963,-42.28026,-41.300747,-46.396008,-48.606377,-47.62111,-50.550755,-49.29844,-48.854736,-41.841408,-38.619453,-39.506187,-48.470734,-49.374645,-45.990387,-46.927425,-46.50895,-38.772987,-43.3219,-52.30733,-54.318245,-54.105362,-54.03393,-49.763844,-46.87642,-53.566456,-52.00547,-55.83133,-53.912247,-52.603096,-48.5385,-57.455753,-55.382557,-64.68808,-69.37198,-63.09745,-69.04973,-68.81758,-71.02611,-74.779465,-80.0,-77.62049,-75.978455,-77.96251,-79.39734,-76.062195,-78.590576,-80.0,-80.0,-80.0,-80.0,-80.0,-78.3427,-78.76897,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
24,-13.106178,-14.036239,-15.199654,-26.574757,-34.921505,-37.152138,-41.43859,-51.14781,-50.61798,-44.349483,-41.435493,-36.697205,-44.414993,-41.213917,-38.634975,-46.40692,-35.76724,-36.21717,-37.008404,-34.739067,-40.429108,-42.68984,-46.994175,-37.910492,-37.68799,-39.588974,-47.873768,-34.83105,-35.913834,-37.79212,-45.706654,-46.313545,-45.60441,-45.511116,-45.1906,-51.28201,-59.106,-60.313377,-57.771927,-54.30815,-51.82686,-52.644894,-56.105923,-61.942146,-54.00763,-50.216866,-50.05557,-51.17772,-45.957176,-39.00541,-39.415363,-38.955845,-33.22677,-35.06526,-40.759293,-34.530766,-32.214645,-33.936703,-41.15275,-47.21468,-43.916813,-48.132313,-48.18171,-47.594357,-46.438805,-52.412495,-50.777206,-44.772865,-40.01064,-42.582157,-45.449013,-50.264946,-49.698784,-56.697914,-52.854,-44.03026,-43.23649,-43.14109,-46.961548,-49.390816,-54.64431,-63.389233,-57.03004,-54.95699,-53.92227,-52.69478,-54.585064,-57.10396,-50.161392,-48.47161,-52.484207,-54.37382,-67.248985,-70.93921,-70.75896,-74.515854,-66.75107,-68.35061,-71.770325,-79.13721,-77.42255,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
25,-19.689709,-20.319311,-21.018103,-27.807938,-43.58387,-44.93253,-44.31701,-43.4908,-50.968384,-49.25225,-47.492466,-51.341396,-39.184013,-37.084778,-35.276363,-34.747837,-36.40085,-36.309704,-35.895912,-33.128075,-35.096424,-36.781754,-40.791428,-44.931965,-41.655273,-38.888927,-36.34371,-32.05508,-36.38012,-39.01315,-62.93267,-50.361393,-48.665802,-47.06976,-45.0041,-47.917347,-53.59613,-54.54972,-53.555515,-52.508415,-57.25083,-55.6302,-52.64496,-48.964794,-54.449474,-57.140903,-54.51267,-49.17796,-45.135178,-43.130466,-40.78105,-37.10122,-49.75354,-39.882355,-42.014923,-53.233612,-47.59563,-47.4161,-43.61656,-45.380592,-45.411755,-45.608215,-46.82914,-48.30714,-47.997765,-52.945354,-49.896378,-51.245377,-47.593285,-45.838375,-53.625404,-55.42743,-53.234444,-52.015953,-50.08991,-50.382927,-48.837166,-42.430954,-45.861313,-52.178116,-58.226093,-64.21718,-62.410225,-55.4736,-54.4387,-55.797375,-57.897198,-61.75403,-53.126007,-55.90115,-61.66286,-60.701424,-66.72414,-68.12384,-69.98744,-74.27391,-72.32153,-72.400986,-72.25479,-74.34363,-77.810524,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
26,-29.250023,-29.123814,-28.936848,-42.13762,-47.837513,-49.626007,-52.6891,-46.856747,-52.09814,-53.705162,-56.15882,-44.861145,-52.9978,-44.70879,-41.319054,-41.573692,-43.375652,-39.960335,-37.34823,-40.91414,-36.61685,-35.653587,-34.471344,-42.390663,-49.38357,-51.17067,-51.887596,-37.541183,-37.050697,-38.429165,-42.634758,-50.293816,-61.102818,-57.92816,-53.24301,-50.54863,-54.547485,-54.678135,-53.46012,-48.210735,-49.50126,-49.24666,-48.428055,-47.329037,-51.134384,-55.284344,-58.335995,-56.381344,-57.33961,-50.92275,-48.849545,-41.524952,-39.10128,-42.537163,-53.879906,-44.79303,-41.69121,-45.509605,-51.343704,-48.151726,-50.04928,-50.733574,-55.095776,-53.31656,-51.49859,-51.918312,-48.96279,-46.05396,-47.942665,-46.14713,-45.221863,-49.557312,-55.644764,-50.878242,-47.544964,-50.205315,-48.732597,-51.444992,-48.53127,-54.241547,-65.076164,-65.81236,-63.179035,-59.274357,-65.32614,-57.015553,-60.133724,-63.01885,-55.426212,-57.097534,-63.727306,-67.57235,-69.206726,-70.02564,-68.980194,-76.14673,-72.901,-73.13568,-75.628555,-77.67853,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
27,-22.085283,-23.745111,-26.514341,-34.350544,-45.046413,-48.230347,-61.544964,-55.13065,-56.16005,-56.918938,-57.849335,-44.21447,-41.555733,-42.110687,-42.867256,-66.71066,-50.073013,-49.86045,-49.61141,-45.598663,-41.63772,-39.906944,-38.09489,-40.406403,-51.498917,-53.716362,-50.680733,-46.05286,-44.90022,-46.55876,-53.719643,-48.940002,-57.310883,-61.21499,-62.719837,-63.765255,-54.47793,-54.357117,-54.628254,-63.853382,-58.06084,-58.981,-64.237236,-57.246883,-62.728798,-58.449043,-55.60317,-54.6683,-56.354477,-53.598396,-54.493702,-45.58595,-44.705223,-54.239464,-48.50483,-50.87772,-40.264545,-38.745506,-42.94582,-51.394188,-51.868187,-53.980415,-52.22989,-52.880905,-52.972595,-49.82866,-51.16725,-51.8879,-52.79726,-44.958603,-44.401226,-58.029415,-60.27839,-56.19967,-54.505375,-56.967323,-54.81174,-52.965416,-52.09668,-58.556747,-70.217865,-67.31088,-69.172165,-67.25864,-65.61969,-64.674286,-63.685635,-67.09719,-62.116585,-57.973793,-61.45237,-72.36536,-73.61106,-70.29089,-71.23909,-74.31445,-73.17633,-77.03868,-79.930786,-77.11222,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
