Raw_Frame,Hanning_Windowed,Hamming_Windowed
2.910383e-11,2.026470217912814e-12,4.192659037018487e-12
5.820766e-11,4.288735672770645e-12,8.60224969202639e-12
0.0,0.0,0.0
-8.0035534e-11,-6.5706227358497174e-12,-1.2447815617463161e-11
5.820766e-11,5.032617648988912e-12,9.286621110147195e-12
0.0,0.0,0.0
-4.3655746e-11,-4.168752761871714e-12,-7.327712195730022e-12
-4.3655746e-11,-4.37245780295582e-12,-7.515120833527402e-12
-4.3655746e-11,-4.580469706509966e-12,-7.706491784797218e-12
4.3655746e-11,4.7927371487095025e-12,7.901777831620789e-12
0.0,0.0,0.0
3.9108272e-11,4.6850543545582105e-12,7.43891178029243e-12
2.910383e-11,3.636362531244819e-12,5.6737599652839315e-12
-5.456968e-12,-7.104124188701204e-13,-1.0901368822115167e-12
4.3655746e-11,5.916038336987302e-12,8.935214924836364e-12
-6.184564e-11,-8.716329717618995e-12,-1.296667451785421e-11
0.0,0.0,0.0
-5.820766e-11,-8.85010241203958e-12,-1.2798707092153808e-11
-7.2759576e-11,-1.1476109432671775e-11,-1.6378786769404777e-11
