Freq_256,Mag_256,Freq_512,Mag_512,Freq_1024,Mag_1024
3500.0,585.8492927115185,1750.0,491.6076297914869,875.0,85.09317917024065
3562.5,493.54343515074044,1781.25,712.3715712793331,890.625,119.8006394517457
3625.0,1183.2957940122938,1812.5,434.22599102544063,906.25,70.17943152004437
3687.5,890.9650237381284,1843.75,451.0865502749968,921.875,87.63346896610022
3750.0,917.4873648431983,1875.0,643.8384766148182,937.5,214.78826096975433
3812.5,234.20810542873636,1906.25,778.1522991553765,953.125,290.9021108471871
3875.0,665.0661710579811,1937.5,424.65224280235583,968.75,307.9839680616866
3937.5,1410.0679392898057,1968.75,807.9856110923675,984.375,292.46615262023465
4000.0,2612.667130121434,2000.0,859.0673451611696,1000.0,248.81761206586347
4062.5,1337.5452412561883,2031.25,650.8704006512086,1015.625,195.8696010905862
4125.0,667.4899789139541,2062.5,485.81696087905135,1031.25,153.8173901039128
4187.5,874.7186118489201,2093.75,170.24031711012003,1046.875,115.14591719251278
4250.0,2448.3531172687235,2125.0,79.52774342578573,1062.5,116.20012073846809
4312.5,226.54148349932828,2156.25,364.31048912270006,1078.125,128.54235824371003
4375.0,2934.8245818036457,2187.5,415.1443628011586,1093.75,102.58857131325908
4437.5,620.1800958946247,2218.75,195.04928323025487,1109.375,114.06409311817609
4500.0,970.1483443127972,2250.0,119.11069405896568,1125.0,220.75668410725703
4562.5,1016.0490013259897,2281.25,319.2589418707308,1140.625,305.73173997530785
4625.0,1515.0815157876154,2312.5,43.66835099860514,1156.25,318.51432943663735
4687.5,550.1701332307871,2343.75,264.925481811347,1171.875,342.7001863516857
4750.0,1293.004312863921,2375.0,206.49664384133064,1187.5,426.1069033878598
4812.5,1311.8881406443902,2406.25,178.68974620580437,1203.125,451.09047317924916
4875.0,673.82169492696,2437.5,196.56254318959958,1218.75,373.7572025852427
4937.5,1193.903902592116,2468.75,49.182110097960276,1234.375,278.3395870263818
5000.0,949.7837923644162,2500.0,213.25437260058936,1250.0,267.962517321119
5062.5,721.9931548393157,2531.25,135.38498757909315,1265.625,300.62152849521704
5125.0,1598.137385307176,2562.5,128.4645766058487,1281.25,321.49988491950234
5187.5,1970.5394432677665,2593.75,270.4608353769604,1296.875,362.68065105948284
5250.0,692.7453814638651,2625.0,448.1248921236218,1312.5,420.935530439934
5312.5,830.2872165754211,2656.25,439.30842418452505,1328.125,457.7867464895064
5375.0,494.3358626770717,2687.5,226.88117182712995,1343.75,503.34478173990334
5437.5,55.50255606055206,2718.75,308.1020213777735,1359.375,576.923238578758
5500.0,384.5723260793299,2750.0,380.4855842931369,1375.0,603.285426613976
5562.5,348.84907134598313,2781.25,626.8901231895883,1390.625,522.4963341390932
5625.0,196.89156968008731,2812.5,815.1956157521355,1406.25,375.97175315759733
5687.5,231.1586331908112,2843.75,686.9980582801851,1421.875,280.0797401059674
5750.0,432.4699429800951,2875.0,496.91679033314,1437.5,285.9664692590064
5812.5,441.540742146547,2906.25,152.40470231011224,1453.125,335.7813400478196
5875.0,237.8018293042659,2937.5,514.0884606970081,1468.75,368.5169865759808
5937.5,363.6279132067144,2968.75,509.64558772882856,1484.375,346.84585484785987
6000.0,370.2958597876557,3000.0,137.20858384887,1500.0,302.49828491534504
6062.5,87.82953235504891,3031.25,521.352930083709,1515.625,304.9825714049286
6125.0,165.90766602022273,3062.5,1192.2253192149474,1531.25,368.41198551104156
6187.5,293.1503419453998,3093.75,1432.099735161337,1546.875,413.7752911212909
6250.0,147.4292082646302,3125.0,1297.3241812242097,1562.5,375.1926843967287
6312.5,47.28349722106552,3156.25,1355.7547336613652,1578.125,293.79253733707577
6375.0,225.6970930314669,3187.5,1016.259105571236,1593.75,291.91176662600026
6437.5,15.746248092096742,3218.75,408.7525734649632,1609.375,423.85437773869967
6500.0,118.51245528349823,3250.0,73.63559146104001,1625.0,586.9262790419551
6562.5,91.38921411158196,3281.25,192.52547229781666,1640.625,660.1818039350471
6625.0,130.95718057320207,3312.5,94.01981381280385,1656.25,633.0104098386541
6687.5,166.0168500464568,3343.75,600.3081504650343,1671.875,585.853052956939
6750.0,192.45451123616374,3375.0,256.63905030994175,1687.5,532.2373148915246
6812.5,220.0994268805729,3406.25,928.4879300545934,1703.125,420.6720889363278
6875.0,268.4009743377195,3437.5,1137.1555824213626,1718.75,222.30838884857428
6937.5,183.29361858996322,3468.75,195.79480450836752,1734.375,175.57971903495212
7000.0,107.94347494830649,3500.0,662.8046155718916,1750.0,491.60762979148694
7062.5,155.02591100811944,3531.25,688.6901447551563,1765.625,705.5829748468036
7125.0,207.8332886211782,3562.5,635.4340037979463,1781.25,712.3715712793332
7187.5,352.6428067509968,3593.75,630.4501266881624,1796.875,574.2471255679443
7250.0,333.2536207293142,3625.0,989.7263989591678,1812.5,434.2259910254404
7312.5,117.11011055509775,3656.25,1131.499213646724,1828.125,390.44347325114893
7375.0,101.18118601394205,3687.5,1056.950846061469,1843.75,451.08655027499685
7437.5,110.81316703705804,3718.75,1270.6456053687243,1859.375,548.5179063008723
7500.0,286.2683347257661,3750.0,680.5758423695058,1875.0,643.8384766148182
7562.5,122.5514928008238,3781.25,599.2862235830967,1890.625,743.3076508925282
7625.0,263.74046761559697,3812.5,953.6421834446179,1906.25,778.1522991553765
7687.5,282.1447503556852,3843.75,522.552929070307,1921.875,645.9410033976693
7750.0,84.03081916175118,3875.0,869.1492195648324,1937.5,424.65224280235543
7812.5,117.93726379953928,3906.25,1142.5061486351763,1953.125,528.490681564727
7875.0,143.43448854072554,3937.5,1930.0598645323457,1968.75,807.9856110923675
7937.5,267.96054844869127,3968.75,2985.7183935898497,1984.375,927.5761626074394
,,4000.0,2821.209894627457,2000.0,859.0673451611696
,,4031.25,2114.7976759311573,2015.625,726.6250277416923
,,4062.5,1267.5552273281378,2031.25,650.8704006512086
,,4093.75,569.7683640204713,2046.875,596.0751747524812
,,4125.0,131.1628478431471,2062.5,485.8169608790513
,,4156.25,494.8759789647559,2078.125,327.7449197551844
,,4187.5,922.9154951824988,2093.75,170.24031711012003
,,4218.75,1831.705296329951,2109.375,66.46908645200182
,,4250.0,2520.9060223387132,2125.0,79.52774342578574
,,4281.25,1324.0269440804086,2140.625,210.55184899507188
,,4312.5,785.1762338504637,2156.25,364.31048912269995
,,4343.75,1431.6434580631244,2171.875,443.7621139688235
,,4375.0,2549.231816714554,2187.5,415.1443628011586
,,4406.25,2834.910143209589,2203.125,317.4779671594724
,,4437.5,761.9040843599538,2218.75,195.0492832302548
,,4468.75,1156.3090452512808,2234.375,54.688841941042575
,,4500.0,1421.3132338420216,2250.0,119.11069405896565
,,4531.25,459.52777311481765,2265.625,265.43338454326516
,,4562.5,965.531740701257,2281.25,319.2589418707309
,,4593.75,1804.9200720425913,2296.875,232.84834919487045
,,4625.0,2184.0748973196096,2312.5,43.66835099860511
,,4656.25,967.8937812429306,2328.125,156.48968467025318
,,4687.5,409.78226382140684,2343.75,264.925481811347
,,4718.75,1002.8792452710616,2359.375,264.9777540355644
,,4750.0,2330.5321534510726,2375.0,206.49664384133078
,,4781.25,1805.0180079251768,2390.625,168.25436954600605
,,4812.5,2505.800363607769,2406.25,178.6897462058043
,,4843.75,2114.1166406454963,2421.875,199.6191236447753
,,4875.0,713.5250840203905,2437.5,196.56254318959952
,,4906.25,1075.8945790501298,2453.125,145.06022565979913
,,4937.5,1396.4351482644906,2468.75,49.18211009796015
,,4968.75,767.8780900143779,2484.375,110.08198579493826
,,5000.0,1047.2228449496927,2500.0,213.25437260058945
,,5031.25,1574.4991179580302,2515.625,226.03756601678927
,,5062.5,1035.330416536174,2531.25,135.38498757909318
,,5093.75,1099.9258489076947,2546.875,62.228838303131816
,,5125.0,1554.2569983260103,2562.5,128.46457660584872
,,5156.25,1798.8748534038152,2578.125,176.87620706553162
,,5187.5,1846.1865668600963,2593.75,270.4608353769604
,,5218.75,1308.2415690931361,2609.375,378.8985839915081
,,5250.0,648.5876491755171,2625.0,448.1248921236219
,,5281.25,224.03802211541776,2640.625,469.03672596905966
,,5312.5,767.0164808105334,2656.25,439.30842418452505
,,5343.75,898.8474377079972,2671.875,357.87021787041306
,,5375.0,692.0751987651464,2687.5,226.88117182713
,,5406.25,163.88187436202927,2703.125,168.16397500910128
,,5437.5,256.53210214425155,2718.75,308.1020213777734
,,5468.75,140.8280942041808,2734.375,390.6193450285316
,,5500.0,294.1336574569413,2750.0,380.48558429313687
,,5531.25,485.1369066359114,2765.625,444.4826737324369
,,5562.5,392.70158253452587,2781.25,626.8901231895883
,,5593.75,182.18850938626446,2796.875,779.0522796242229
,,5625.0,218.6370709564358,2812.5,815.1956157521355
,,5656.25,221.5478160573608,2828.125,758.226812948157
,,5687.5,277.12321313613296,2843.75,686.9980582801851
,,5718.75,261.321313506401,2859.375,612.380605979438
,,5750.0,385.63057062629,2875.0,496.91679033314
,,5781.25,510.13510218236047,2890.625,336.1741963999696
,,5812.5,389.96791114799083,2906.25,152.40470231011213
,,5843.75,294.51780160601623,2921.875,274.1102480688337
,,5875.0,324.4349336716847,2937.5,514.088460697008
,,5906.25,286.5553079735295,2953.125,604.3414940639892
,,5937.5,268.1221077024813,2968.75,509.6455877288285
,,5968.75,536.4537406803111,2984.375,310.26535302398923
,,6000.0,418.01125113115864,3000.0,137.20858384887
,,6031.25,130.8632459647368,3015.625,244.939053949824
,,6062.5,30.271950115017244,3031.25,521.352930083709
,,6093.75,29.83422994313942,3046.875,863.4058864620047
,,6125.0,142.47125302037406,3062.5,1192.2253192149474
,,6156.25,259.29783526108343,3078.125,1400.9522643190387
,,6187.5,288.4091678158071,3093.75,1432.0997351613369
,,6218.75,131.09502062953578,3109.375,1347.0251390847604
,,6250.0,180.26111069127845,3125.0,1297.32418122421
,,6281.25,192.62359602505245,3140.625,1338.7182557938313
,,6312.5,121.5883973420189,3156.25,1355.7547336613652
,,6343.75,256.5728907848786,3171.875,1247.5434989831556
,,6375.0,158.78128471189638,3187.5,1016.259105571236
,,6406.25,131.29644602681344,3203.125,717.2347866520379
,,6437.5,125.93177493304715,3218.75,408.7525734649627
,,6468.75,173.99173961538725,3234.375,145.26326661704542
,,6500.0,218.8835585689779,3250.0,73.63559146104001
,,6531.25,122.57861340426666,3265.625,166.894488553205
,,6562.5,41.60269730870432,3281.25,192.52547229781666
,,6593.75,208.07466772438417,3296.875,120.73139894154892
,,6625.0,227.75269240849659,3312.5,94.01981381280397
,,6656.25,42.41319644413716,3328.125,376.0488187725361
,,6687.5,158.58290586425125,3343.75,600.3081504650343
,,6718.75,204.64431383024248,3359.375,585.5445683910784
,,6750.0,238.39701222982018,3375.0,256.63905030994164
,,6781.25,185.28678162515538,3390.625,367.9581854415344
,,6812.5,174.9063091820153,3406.25,928.4879300545936
,,6843.75,343.7398727452854,3421.875,1229.0304273199706
,,6875.0,409.13654617595756,3437.5,1137.1555824213626
,,6906.25,272.9142205748013,3453.125,720.980660376022
,,6937.5,111.6156706414706,3468.75,195.79480450836743
,,6968.75,77.63419501573235,3484.375,356.5632502473744
,,7000.0,152.86717664151809,3500.0,662.8046155718916
,,7031.25,250.95887786747733,3515.625,762.6840870942639
,,7062.5,171.1753581194717,3531.25,688.6901447551563
,,7093.75,115.6719086969608,3546.875,591.8408036254376
,,7125.0,147.56296398798506,3562.5,635.4340037979463
,,7156.25,231.4828634170122,3578.125,684.0025489836761
,,7187.5,350.6095485340059,3593.75,630.4501266881624
,,7218.75,394.06664778391007,3609.375,714.5912555259583
,,7250.0,339.5866642060581,3625.0,989.726398959168
,,7281.25,205.00369783231295,3640.625,1157.2694525437066
,,7312.5,71.59000182688334,3656.25,1131.499213646724
,,7343.75,30.71718938277713,3671.875,1049.5297224798655
,,7375.0,83.69057759723508,3687.5,1056.950846061469
,,7406.25,66.58275787792466,3703.125,1174.0935589833791
,,7437.5,56.61730298758337,3718.75,1270.645605368724
,,7468.75,133.82292021031586,3734.375,1133.0777211256925
,,7500.0,303.5106089252723,3750.0,680.5758423695058
,,7531.25,340.17570245185306,3765.625,191.39134546779002
,,7562.5,192.084674519153,3781.25,599.2862235830968
,,7593.75,258.2319570405743,3796.875,910.0044992940749
,,7625.0,310.31184176012175,3812.5,953.6421834446184
,,7656.25,314.04542272880997,3828.125,788.4713653565126
,,7687.5,253.919177628662,3843.75,522.5529290703072
,,7718.75,85.57283641572663,3859.375,515.3391030973231
,,7750.0,62.263197811125394,3875.0,869.1492195648324
,,7781.25,67.66147061161575,3890.625,1122.5998582816048
,,7812.5,125.50504242855743,3906.25,1142.5061486351763
,,7843.75,154.42880696878657,3921.875,1300.9675677712794
,,7875.0,121.83052523177247,3937.5,1930.0598645323453
,,7906.25,63.39072397111288,3953.125,2614.4396382475456
,,7937.5,105.84934429534017,3968.75,2985.7183935898497
,,7968.75,552.1217674354142,3984.375,3007.83975206609
,,,,4000.0,2821.209894627457
,,,,4015.625,2518.025930624844
,,,,4031.25,2114.7976759311573
,,,,4046.875,1669.5411603522002
,,,,4062.5,1267.5552273281378
,,,,4078.125,913.6854395563737
,,,,4093.75,569.7683640204713
,,,,4109.375,262.6304203133241
,,,,4125.0,131.1628478431471
,,,,4140.625,288.9223285830516
,,,,4156.25,494.8759789647559
,,,,4171.875,700.2821286178882
,,,,4187.5,922.9154951824987
,,,,4203.125,1282.3529714386284
,,,,4218.75,1831.7052963299511
,,,,4234.375,2354.826865811341
,,,,4250.0,2520.9060223387132
,,,,4265.625,2146.2509843067737
,,,,4281.25,1324.0269440804086
,,,,4296.875,464.9856859289483
,,,,4312.5,785.176233850464
,,,,4328.125,1256.742802837004
,,,,4343.75,1431.6434580631244
,,,,4359.375,1807.6849813393947
,,,,4375.0,2549.2318167145545
,,,,4390.625,3043.3991084856266
,,,,4406.25,2834.910143209589
,,,,4421.875,1953.3307641465326
,,,,4437.5,761.9040843599537
,,,,4453.125,370.34695854732695
,,,,4468.75,1156.3090452512806
,,,,4484.375,1509.782693029922
,,,,4500.0,1421.3132338420216
,,,,4515.625,1001.8405029264353
,,,,4531.25,459.5277731148179
,,,,4546.875,483.3161097196875
,,,,4562.5,965.5317407012569
,,,,4578.125,1377.7781087663896
,,,,4593.75,1804.9200720425913
,,,,4609.375,2175.0668959217046
,,,,4625.0,2184.0748973196096
,,,,4640.625,1701.0398077202578
,,,,4656.25,967.8937812429306
,,,,4671.875,494.4516064621969
,,,,4687.5,409.7822638214068
,,,,4703.125,370.7659461319158
,,,,4718.75,1002.8792452710617
,,,,4734.375,1833.4273598023094
,,,,4750.0,2330.5321534510726
,,,,4765.625,2222.346322664328
,,,,4781.25,1805.0180079251768
,,,,4796.875,1961.171591884715
,,,,4812.5,2505.800363607769
,,,,4828.125,2610.397465947464
,,,,4843.75,2114.1166406454963
,,,,4859.375,1324.0138214813155
,,,,4875.0,713.5250840203905
,,,,4890.625,748.6138066879395
,,,,4906.25,1075.8945790501302
,,,,4921.875,1323.0800306422518
,,,,4937.5,1396.4351482644906
,,,,4953.125,1225.2569158941144
,,,,4968.75,767.8780900143779
,,,,4984.375,432.8079151097882
,,,,5000.0,1047.2228449496927
,,,,5015.625,1546.4406497444022
,,,,5031.25,1574.49911795803
,,,,5046.875,1267.2782649564049
,,,,5062.5,1035.3304165361737
,,,,5078.125,1015.088006561917
,,,,5093.75,1099.9258489076944
,,,,5109.375,1329.6347621676364
,,,,5125.0,1554.2569983260103
,,,,5140.625,1676.9774017395748
,,,,5156.25,1798.8748534038152
,,,,5171.875,1902.1133435242796
,,,,5187.5,1846.1865668600963
,,,,5203.125,1615.8234126874702
,,,,5218.75,1308.2415690931361
,,,,5234.375,987.0868840849463
,,,,5250.0,648.5876491755171
,,,,5265.625,298.4003868807795
,,,,5281.25,224.03802211541787
,,,,5296.875,527.7198238751014
,,,,5312.5,767.0164808105333
,,,,5328.125,881.46606449032
,,,,5343.75,898.8474377079972
,,,,5359.375,845.3534496139614
,,,,5375.0,692.0751987651466
,,,,5390.625,431.9972063265385
,,,,5406.25,163.88187436202924
,,,,5421.875,175.4432451649427
,,,,5437.5,256.5321021442513
,,,,5453.125,226.9551035335959
,,,,5468.75,140.8280942041808
,,,,5484.375,167.41502113872343
,,,,5500.0,294.13365745694125
,,,,5515.625,410.29216746265934
,,,,5531.25,485.13690663591143
,,,,5546.875,484.8828217521837
,,,,5562.5,392.7015825345258
,,,,5578.125,254.15049257442945
,,,,5593.75,182.18850938626426
,,,,5609.375,205.5005187494527
,,,,5625.0,218.63707095643556
,,,,5640.625,210.2062819820212
,,,,5656.25,221.5478160573607
,,,,5671.875,256.378785801655
,,,,5687.5,277.1232131361329
,,,,5703.125,270.5135083329
,,,,5718.75,261.3213135064008
,,,,5734.375,296.63605561190667
,,,,5750.0,385.63057062629
,,,,5765.625,473.6712548395546
,,,,5781.25,510.1351021823605
,,,,5796.875,477.6548516553055
,,,,5812.5,389.9679111479908
,,,,5828.125,305.6316887276727
,,,,5843.75,294.51780160601635
,,,,5859.375,317.9002186546411
,,,,5875.0,324.4349336716847
,,,,5890.625,318.8502469372747
,,,,5906.25,286.55530797352947
,,,,5921.875,227.20811397903347
,,,,5937.5,268.1221077024809
,,,,5953.125,422.9470119563343
,,,,5968.75,536.4537406803112
,,,,5984.375,531.8706424372149
,,,,6000.0,418.01125113115864
,,,,6015.625,260.49638055318434
,,,,6031.25,130.86324596473682
,,,,6046.875,60.72837308023494
,,,,6062.5,30.271950115017162
,,,,6078.125,17.7178891106822
,,,,6093.75,29.834229943139523
,,,,6109.375,73.72169394040334
,,,,6125.0,142.47125302037404
,,,,6140.625,211.0479842899053
,,,,6156.25,259.2978352610833
,,,,6171.875,286.65948122302
,,,,6187.5,288.4091678158072
,,,,6203.125,238.8506033367028
,,,,6218.75,131.09502062953592
,,,,6234.375,79.69850107531191
,,,,6250.0,180.2611106912784
,,,,6265.625,228.5774451704896
,,,,6281.25,192.62359602505234
,,,,6296.875,109.81421796361478
,,,,6312.5,121.58839734201898
,,,,6328.125,210.25758846326613
,,,,6343.75,256.5728907848786
,,,,6359.375,235.23817830772768
,,,,6375.0,158.7812847118962
,,,,6390.625,91.15238221227385
,,,,6406.25,131.29644602681347
,,,,6421.875,165.53801188615566
,,,,6437.5,125.93177493304725
,,,,6453.125,85.04445939493307
,,,,6468.75,173.99173961538727
,,,,6484.375,234.43095653317187
,,,,6500.0,218.88355856897783
,,,,6515.625,165.07700965143468
,,,,6531.25,122.5786134042666
,,,,6546.875,93.34038936777938
,,,,6562.5,41.60269730870427
,,,,6578.125,85.86438915063934
,,,,6593.75,208.0746677243843
,,,,6609.375,270.54539375117815
,,,,6625.0,227.75269240849667
,,,,6640.625,111.08234907289145
,,,,6656.25,42.41319644413716
,,,,6671.875,114.00617513218266
,,,,6687.5,158.58290586425105
,,,,6703.125,181.76958942620033
,,,,6718.75,204.6443138302424
,,,,6734.375,230.4866862384918
,,,,6750.0,238.39701222982018
,,,,6765.625,220.48235269648669
,,,,6781.25,185.28678162515527
,,,,6796.875,154.69374423451544
,,,,6812.5,174.9063091820152
,,,,6828.125,251.94449977153266
,,,,6843.75,343.7398727452854
,,,,6859.375,406.46853024691865
,,,,6875.0,409.1365461759575
,,,,6890.625,354.5736516432806
,,,,6906.25,272.9142205748013
,,,,6921.875,188.53876977813638
,,,,6937.5,111.61567064147062
,,,,6953.125,69.0700590174659
,,,,6968.75,77.63419501573222
,,,,6984.375,101.82949031944216
,,,,7000.0,152.86717664151809
,,,,7015.625,217.16212236775897
,,,,7031.25,250.95887786747733
,,,,7046.875,229.46067682550807
,,,,7062.5,171.17535811947155
,,,,7078.125,126.98741924514995
,,,,7093.75,115.67190869696081
,,,,7109.375,121.70513189915911
,,,,7125.0,147.56296398798514
,,,,7140.625,183.27314791472187
,,,,7156.25,231.48286341701225
,,,,7171.875,293.725747461572
,,,,7187.5,350.60954853400597
,,,,7203.125,385.61335485473717
,,,,7218.75,394.0666477839101
,,,,7234.375,378.062188497486
,,,,7250.0,339.5866642060581
,,,,7265.625,279.233471986571
,,,,7281.25,205.00369783231292
,,,,7296.875,132.180259178827
,,,,7312.5,71.59000182688341
,,,,7328.125,23.803060564624126
,,,,7343.75,30.717189382777207
,,,,7359.375,69.36004416230635
,,,,7375.0,83.690577597235
,,,,7390.625,72.36906966570125
,,,,7406.25,66.58275787792455
,,,,7421.875,68.40805495813937
,,,,7437.5,56.61730298758354
,,,,7453.125,70.24221022753059
,,,,7468.75,133.8229202103159
,,,,7484.375,219.00633496822323
,,,,7500.0,303.51060892527244
,,,,7515.625,354.12022285767796
,,,,7531.25,340.17570245185306
,,,,7546.875,265.74180106270353
,,,,7562.5,192.08467451915305
,,,,7578.125,201.8010127739121
,,,,7593.75,258.2319570405742
,,,,7609.375,297.9469135124472
,,,,7625.0,310.31184176012175
,,,,7640.625,312.5597936777018
,,,,7656.25,314.04542272881025
,,,,7671.875,299.4296680226143
,,,,7687.5,253.91917762866206
,,,,7703.125,177.13474973215543
,,,,7718.75,85.57283641572668
,,,,7734.375,30.804711623728995
,,,,7750.0,62.263197811125224
,,,,7765.625,75.24738264463913
,,,,7781.25,67.66147061161594
,,,,7796.875,80.65778787882137
,,,,7812.5,125.50504242855732
,,,,7828.125,155.62235702341923
,,,,7843.75,154.4288069687865
,,,,7859.375,138.6594711431019
,,,,7875.0,121.83052523177247
,,,,7890.625,91.13412915471652
,,,,7906.25,63.39072397111299
,,,,7921.875,83.31813838998991
,,,,7937.5,105.84934429534033
,,,,7953.125,263.8974198851522
,,,,7968.75,552.1217674354137
,,,,7984.375,821.3699125086772
