0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
-24.839228,-16.941732,-17.039064,-16.726406,-16.522173,-17.654959,-19.439707,-19.823261,-17.194403,-17.35913,-19.991493,-19.053644,-21.924622,-21.164516,-21.314651,-24.466587,-24.784002,-26.116024,-27.872492,-29.41605,-29.383278,-29.128143,-29.467575,-30.362019,-32.489017,-34.042603,-33.062508,-33.793507,-35.155064,-34.868504,-33.34873,-34.732452,-37.338142,-38.526966,-41.120605,-41.7981,-40.7323,-37.73311,-38.53596,-37.803474,-36.92616,-37.453598,-42.13436,-47.390656
-26.81847,-18.935612,-15.554501,-12.948555,-12.815216,-14.876661,-18.12105,-19.122093,-17.985668,-18.572062,-21.482157,-22.226727,-23.193583,-21.797817,-22.920448,-25.518845,-26.838638,-27.660141,-27.516348,-28.984148,-30.595613,-28.7323,-27.767273,-28.811195,-31.296768,-33.737953,-33.632183,-34.732944,-33.29805,-34.10143,-35.05328,-34.92263,-36.111168,-36.85878,-39.47078,-41.900257,-38.668217,-35.788548,-37.909195,-39.316364,-40.857098,-42.918415,-45.05468,-49.79812
-27.505203,-19.917934,-17.103947,-15.598238,-17.499868,-19.62218,-21.389328,-20.94062,-20.874111,-21.714027,-21.229637,-23.025616,-24.710178,-25.293423,-25.079853,-24.482786,-27.27576,-28.745867,-29.348093,-31.09351,-30.551266,-29.968002,-31.456234,-33.58244,-35.13248,-34.659336,-34.370068,-35.754734,-35.988884,-37.66796,-39.866478,-41.20102,-39.48455,-40.726883,-43.636772,-41.794712,-42.55369,-41.789394,-40.953884,-41.40152,-41.275074,-42.613773,-45.864788,-52.821266
-30.6371,-20.628035,-16.751877,-17.02423,-16.707548,-18.986475,-21.49531,-21.47271,-22.394424,-23.181332,-23.298815,-24.133987,-23.470127,-25.094257,-26.583864,-29.02602,-32.22698,-34.09687,-30.921944,-30.567017,-32.26185,-31.889317,-32.761826,-33.902657,-34.690697,-36.655277,-38.21654,-37.930916,-38.332573,-37.85826,-39.322174,-40.08072,-41.3521,-42.17459,-42.4014,-41.858734,-42.312748,-43.067688,-44.708317,-44.52604,-44.0884,-44.981308,-46.208073,-51.798855
-29.820683,-21.688053,-19.732872,-19.943567,-19.961872,-19.05681,-19.892677,-23.441576,-25.904152,-25.185316,-26.228907,-27.361694,-25.862585,-26.844913,-29.664574,-31.457119,-33.611225,-32.539825,-31.12859,-32.294083,-34.738537,-35.862667,-36.1021,-37.55238,-38.389065,-39.234352,-41.262325,-40.107864,-39.702633,-40.715237,-40.56688,-40.829926,-40.57362,-43.1091,-45.27307,-43.983643,-43.118706,-43.06243,-46.43072,-47.439327,-45.991077,-46.636566,-48.374104,-52.97309
-29.596859,-22.148914,-20.50307,-19.404934,-18.182875,-18.747616,-20.96888,-22.552109,-22.770952,-21.885315,-22.332697,-24.975334,-24.145401,-23.84872,-25.825191,-28.39534,-29.01683,-29.748055,-30.725246,-30.763454,-33.160435,-34.794373,-33.803856,-35.380623,-37.979443,-36.576847,-36.13908,-35.272083,-36.090855,-38.44187,-39.00448,-39.21988,-39.509766,-41.7605,-41.489647,-41.69525,-43.15361,-43.55218,-44.04732,-44.173405,-43.768993,-44.43658,-45.65029,-52.21112
-28.622738,-19.657236,-17.704527,-17.352499,-17.394812,-18.689838,-18.797325,-19.221851,-20.118076,-20.886917,-22.23222,-22.822556,-24.083006,-26.183628,-26.463154,-26.947422,-27.88546,-27.988367,-29.492432,-30.923187,-32.07527,-32.862476,-32.254864,-32.048878,-33.930046,-34.260128,-34.59996,-33.61778,-35.250824,-38.627567,-38.87681,-38.676426,-39.53153,-41.030872,-40.18897,-39.2998,-41.659126,-42.672245,-41.52542,-41.845013,-40.763626,-41.63713,-44.483894,-52.397766
-29.33093,-21.669905,-18.62374,-16.759888,-18.286377,-19.750576,-20.553234,-21.366312,-21.404015,-22.113266,-24.535793,-23.99441,-25.448048,-27.40634,-28.26435,-28.444836,-29.723595,-31.088526,-30.50862,-31.04626,-32.351208,-33.53235,-34.585022,-33.48325,-35.821285,-37.203808,-37.53133,-37.095554,-38.62295,-41.78735,-40.347588,-40.266594,-42.41539,-43.490643,-43.126003,-42.72389,-44.533978,-46.122677,-44.30286,-45.055492,-44.19639,-43.888252,-46.334545,-54.413437
-32.55494,-23.004297,-19.276445,-18.097548,-18.755419,-18.778261,-19.689678,-21.443336,-23.461102,-24.591486,-24.148441,-24.265217,-24.888187,-25.22835,-26.601536,-28.442417,-29.49699,-32.050545,-31.22552,-29.130573,-30.673939,-31.882778,-33.54495,-34.92774,-35.6774,-35.66874,-37.061832,-38.90407,-40.167908,-40.72031,-40.479195,-42.11578,-43.665718,-43.865227,-42.765488,-41.43448,-43.181538,-43.479263,-42.652397,-43.833897,-43.907578,-44.176758,-46.22734,-52.740105
-35.03587,-26.54536,-23.201244,-23.813381,-24.987148,-25.117012,-24.492878,-24.318333,-25.766357,-26.08168,-26.507668,-28.883175,-29.558556,-28.486416,-29.84462,-33.52866,-34.581978,-36.92595,-35.206654,-34.124123,-37.523796,-37.800617,-38.794624,-38.29298,-38.823597,-41.31471,-43.2074,-44.11265,-44.878284,-45.129368,-45.302376,-47.521343,-48.669773,-48.826694,-46.840878,-45.986805,-47.82935,-48.835434,-48.022514,-48.777134,-49.302834,-49.01199,-50.261467,-56.20272
