Spectral_Centroid_Hz
571.1565522942002
635.3312074324082
709.3633909725754
813.4678102929389
907.4788685270553
936.476540292668
959.2590370064443
998.4547985328176
1020.3858111941325
1053.4633400868868
1071.3185496410485
1086.8365747015405
1061.8811427351422
1030.0688059643073
1012.3667610373584
976.5461623674453
934.631900011717
886.328488203952
835.3592477409494
794.9289957768423
761.9412595256725
763.2143558537473
778.6396271322167
794.623131377747
803.2235761216473
797.9092037095099
770.4780704487354
773.4715386217204
770.8760666959665
769.4592900359797
771.7796622663747
764.8566415181887
771.2418611420853
782.1405146436824
777.6194285963966
773.23986905071
775.3662880593434
780.019688664413
776.0739350870446
776.8011042966965
779.8317072710196
775.4929221171382
774.6807757339859
779.5056042711528
775.8498462894695
780.2250830906542
778.9017277120926
777.3943246172627
776.4879147242343
775.2762986803758
772.2122243884081
773.1060392840268
774.6175701082572
777.4463587020764
770.7925641443242
769.8670726916803
776.0501187804289
775.6521802537102
774.567182498305
777.6831946086908
778.0735626585677
772.1707643422002
774.2408613685003
780.0119945991668
782.4678547290872
779.8805300495205
778.6753976136084
779.1955000930012
777.3137361534075
774.5759497621099
773.9952626531212
776.3548654991512
776.8065889029705
771.3828093360152
773.5633576837083
788.7700876577378
807.3163707653534
831.0516858227596
868.8915192990642
943.0313711882397
1043.252279563093
1150.2120624659747
