Frame_72,Frame_73,Frame_74
904.5,11449.0,17652.5
16773.13717401481,20941.248630164697,21679.562445793832
114876.90738413877,103283.39613009867,89413.9093520995
65924.2112942387,56319.66031033521,44286.14526127644
31837.426048921636,25091.356073199644,16367.77532922778
17007.241624955837,15078.071763364213,11576.249975861152
13864.87842073456,12472.57678975087,8397.928602241302
11714.714286926748,12314.886994493758,7145.103063763566
11418.16511457158,11699.745675421293,3432.166682501226
19928.42889830103,8846.654112498301,4554.35786312028
11995.638175701573,4263.229617366936,3804.7270013157613
11328.189067357245,3518.0699751623097,3787.3546061903844
7772.150140551431,4998.390998085675,2615.1489994056933
8530.149619973488,2159.285654347194,2418.433255974893
19443.235397372508,2561.9002086876817,2187.4063521700787
7005.585020117041,12074.746429381988,2410.0831277582015
35132.55151956316,19102.644644101492,3804.579958964932
17367.84087576565,4382.167457630585,9018.916105139104
36843.17312619939,30307.71955341615,13469.96676318037
39786.282993490306,16637.86161209887,6989.571931684812
27269.656709912015,9791.159738227732,10490.15152924916
26369.3655304426,12456.46548857576,4977.805960922637
21499.5169627784,11901.199254747613,8099.981480126141
39035.16932264803,3788.9378135162124,8318.032054609492
23357.227415111112,12176.666792802756,2825.422219033661
25778.44954215138,8928.397774153751,3823.9267940419336
27244.841477740752,13415.919231331542,2930.5051158340952
16629.54843724337,10746.794371779837,3430.1048886230833
15015.474681333082,5996.502802963016,8382.144593107225
8913.973595609723,5707.88506318137,7199.973060295234
16159.64132479558,8246.3152317448,6269.495917791148
5768.909950528447,8781.13630266553,2317.81477130959
8772.75441882279,9908.146083129068,6897.660932639091
10473.371798463364,8559.203294547715,2172.516616851204
10528.09055885654,7150.725165119521,4107.417212919691
18220.314418594604,7261.39414098009,3598.703699793698
11054.653510109438,5593.096085023325,5629.252475166533
16377.207870681355,4375.978235400123,12733.819971299761
9219.937857600435,7962.63272736466,5916.462571644559
7987.827376295073,2204.045771571007,1573.8362946708326
13666.69555560012,2875.993221859675,1819.1625145981288
4111.1441153117885,10226.495841984453,2732.7775215291326
7147.259083058633,3024.4801551964138,10683.298776419284
5141.139367952393,5785.1300061867905,8973.024633736462
5683.5504928970895,4435.209137741984,2939.2919896976296
2826.2187245926307,2232.728032534776,2152.5690143007414
4816.137037056696,804.4554526988055,2969.771696112997
2861.8571899405383,1366.9868780747256,2342.6119769092393
1325.2043424244587,1443.7945978020193,164.20363295871815
368.2642283805621,1142.1444260133587,276.4573386873879
969.8605603979095,344.9642499663131,226.4462594648214
1273.9303172904526,720.1329963300442,573.7671518929399
697.7088795781771,509.7944472292,1012.8928053217176
2119.3307548233165,1488.3858017052273,1290.6081400131654
1797.1878684816113,554.7250224058067,1611.7249314086887
2215.1221326802215,2041.2174280315487,1854.2199824245786
712.949363051894,1093.4296978376417,397.9263056215647
1332.7036262882095,649.8349104939892,1563.9134673425363
920.3799139348729,683.4280090831245,167.92531132092404
907.0935094108377,881.9462753443812,2059.5552778200745
1492.5894375434584,244.8542127575957,838.9301253976287
1509.8256279397347,600.0922913096223,716.2882862489092
854.0297922415655,121.88347928527847,508.11060332818806
944.9172751978202,570.9177662923898,1130.150414054234
1364.0438201475963,624.1520103755795,712.0759718405071
1574.7447229195884,456.95696261805597,735.6173955807784
1843.939960933366,614.6555528621676,643.6383461839231
1401.270457474241,482.51901556427805,885.5578629114091
2082.4669201733964,818.7581158741706,624.157188818135
2403.991792814512,475.4901299250355,608.595035029323
2197.9698095589233,489.8160574370412,637.6246760872685
2518.7182705053133,315.578620317407,442.785891824543
2211.0406932040887,293.7519019963085,599.7685847280292
2019.9123065056353,1277.0396060044548,299.360500530897
3694.610156776462,2158.016184507584,196.9121845628068
660.5943189196282,3162.90432050806,670.7461589331904
5592.242942406332,3031.702655591024,251.44576706987732
5499.169568283323,2918.043780031862,979.4879440720365
3211.529451539364,4408.6473168634575,1114.39592099258
9521.229047363295,4166.39093556222,2415.236769132921
5805.39769079564,2873.815032651872,2022.407990014657
5998.55006612578,1297.914945874321,2489.1420101332974
5402.905142914019,7028.943022647452,976.4625365855541
10233.694819947457,1087.0678168154127,7444.100954983224
3676.3774774359695,7058.302613647953,1932.333799804817
3998.6725471188506,3067.6262356116317,2068.717843584478
4632.482213658396,2570.699957573277,4111.955020115639
3525.4176302878354,1457.0979005260472,1119.197925323745
6000.0498857607,1950.5578496495539,622.7239259914305
2834.677815772819,1443.9897083838473,1107.700171183748
5479.017837216751,3313.8874815859117,871.5834855910736
2121.042397182509,3621.826141175926,918.4283701118001
2357.8715107738803,2677.962671758609,2164.066631126783
1732.9569884683622,2437.9950618442795,2105.69730832743
1157.7396387345218,1804.406333888941,1970.1453117052758
2227.4718934317234,2535.4663144583806,1617.1033272459802
2826.897359955047,1029.6156274963414,1434.82168564098
1672.8109994268802,1983.0697032928922,1012.2418388548489
2202.549479282223,1694.094980341216,588.289437199681
1144.0627501304173,734.0249826414724,1578.0490710158087
1464.4833875888523,1845.4292368671054,2075.3002059527903
2065.4483278181224,2257.778744488992,1871.7214810318303
1175.5531057923135,2032.7273027203994,943.8548275184612
2262.1339203343814,653.5292703185759,626.3822351677844
1286.7524851713188,861.509211678014,583.2853002784643
1051.0528256016896,672.3931063935835,599.6740494610045
1567.162388214919,256.0256378822388,662.462490404287
1009.8628128143464,1029.022315902256,693.9430802829924
1011.4625202826911,551.0299965951202,366.41464112243347
1309.9853597516612,154.11331484710726,753.9817179802928
799.328357922288,377.896048555912,539.0317734471666
915.884461248079,547.1016487904404,492.4744868662838
950.6314001577318,507.97293294761107,633.377567221785
1212.3545629028335,199.797980693858,653.2992099557391
270.98479298011796,1465.466885609145,831.8884472686683
970.4179594376113,894.0958905385446,1009.3447249533338
786.2554716589013,404.46154047084343,1415.3097206307527
371.65504365811125,940.5689425588398,1160.814370539767
423.4342505026754,235.3691104989134,478.75292592366355
249.81664514400168,374.3841572436908,721.2704136154293
1102.5951060409418,1346.3314518058614,1022.2201921925362
869.6551554322253,1160.6821858501703,194.44955863052292
812.2337606566216,1034.457489151346,382.75904628872325
993.2962514173919,1225.7495813306032,233.92174319750129
607.356507978313,617.119506674086,739.017466676586
1080.1212907842762,903.2045786713,556.2606597849391
377.69635715127566,944.9267356543223,277.18623373592516
605.9469772143012,258.5980693320496,686.9330993241306
614.2419312211878,485.5007413601011,462.98728697133265
616.4093772763343,480.8592106232675,366.8669338399347
606.5231395177594,518.7733155557096,369.51783840952953
313.44496347029286,562.7795746448805,335.6772491410252
662.9817911528597,562.7408359914092,319.95127876179566
614.6217513726957,786.389681325491,444.19910580722194
1024.593464690973,542.9985582818222,391.076470066712
750.1979864506691,665.8173173882685,820.998310406435
675.2760442954029,266.1144337982952,620.9023480775131
638.4192238803593,414.3583144429579,496.5846461260622
644.1081199496699,407.57528672871666,458.81275710956146
636.6234125491943,420.1856893173013,451.61220649539416
657.1281275600358,462.08183840405934,444.34973617503437
687.3030813934389,490.849683515721,399.9177850224463
1105.0138963637887,515.91855722568,389.2525827935141
546.1991860649762,576.3747706407099,518.5734738952991
726.5480379135078,429.1375443311875,704.843330961272
507.56317666151074,421.75898330564826,501.5197844608532
1232.7092708011637,559.9562204961823,563.0249147391407
952.4472572209962,452.6755958199796,264.2826340457786
1393.006461160289,838.3884180815309,602.0509499008355
1847.5719366388869,1242.480562018936,1170.9457524439094
1753.9191350985018,1378.0144768524196,1451.3446077396843
1052.2142719685673,695.5519660021172,1158.7875490686583
1531.5704715785748,2636.1544594667484,1992.8035437094063
584.4415037832508,66.32660342485515,711.9573537517243
192.06350000081767,564.3770677811325,566.5324600359938
515.6820161811294,684.5346217155427,460.44324662390176
408.86823648151795,436.83567582075153,923.9746667916647
1150.1197742272109,1072.0562794645189,215.37402976891914
386.8077323317774,1062.9391703566257,1073.6626997816259
1745.0842418520406,812.9218120829591,766.069221477678
469.58392615166025,308.15498511834136,930.6484964429472
871.0645510915259,445.90445513316473,74.35997918479801
450.0666179319958,862.072934815323,1056.7662376434757
619.4289093911823,688.9545270002595,455.4815812043979
758.1099044668789,673.7218388911675,1142.583224758717
1554.8652601588883,975.1643976111723,592.7196115953626
552.3562054982286,561.2972289817847,574.009828722029
528.3671326510657,546.4942200122198,545.6490862904654
1933.9550631307864,710.2988130338248,571.782029145726
434.95826794519473,999.9279877685719,181.27933170412356
1837.9418550794937,753.3594533830102,250.50103254049844
783.0108463506784,1029.878848461838,175.8836992780893
632.1962075805028,224.92209149746708,399.430521548397
1272.7546662176328,558.6913583219842,394.6607824082746
427.8411669996011,799.0549691624853,411.3515957647072
989.9760297610173,346.2906827212677,317.99912450088124
