MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
0.23731086,-0.2880388,0.82942694,-0.20975325,-0.27681404,-0.3954471,-0.29503527,0.58359057,-1.3196211,-1.0230751,0.03502348,-0.9758641,-0.18435255
0.21540874,-0.33910602,0.36201036,0.040857375,-0.07277263,-0.36720103,-0.12956479,0.3933662,-0.7058147,-0.21893452,1.102767,0.3231546,-0.04608918
0.2367351,-0.15672906,0.1392469,-0.45799696,-0.27405784,0.5748392,-0.091915935,0.04509078,-0.35112667,-0.11881486,0.712702,1.2048312,0.035268765
0.19684134,-0.0948991,0.17242698,-0.8945616,-0.5626498,2.1383736,-0.11022117,-0.4784902,0.0717801,0.117171675,-0.32476357,0.68210566,-0.33516046
0.18362907,-0.35878924,0.47626477,-0.45921147,-0.51128525,0.58211964,-0.22261561,-0.64657456,-0.75780845,0.014144379,0.29063186,0.14856233,-0.440803
0.23868483,-0.28766787,0.72584856,-0.20637296,-0.5511122,-0.7259729,-0.674249,0.51764524,-1.665699,-0.8366094,-0.28542653,-0.8835249,-0.359607
0.20324059,-0.43333682,0.7460267,-0.013156615,-0.47824755,-1.1783763,-0.90888834,0.6084659,-1.2966506,-0.7604235,-0.8270955,-0.85773903,-0.31227562
0.17811202,-0.5430945,0.51546305,-0.42420256,-0.25922763,-0.71511894,-0.6996464,-0.3320191,-0.6824389,-0.29903865,0.013279356,-0.64226913,-0.5222339
0.24434273,-0.19287813,0.70496535,-0.5315489,-0.5404113,0.4785089,-0.4177727,-1.0507367,0.17676415,-0.11788444,-0.6046547,-0.9579252,-0.7546622
0.19816487,-0.36804762,0.26160693,-0.6002191,-0.51654625,0.9256749,-0.1885624,-1.3837733,-0.31479022,0.07272633,-0.2594041,-0.5780166,-1.0683353
0.1708315,-0.46870023,-0.121747844,-0.28576854,-0.3353076,0.108008705,0.0063686543,-0.26224878,-0.7755259,-0.3823447,0.26151323,0.1376849,-0.97862655
0.22232912,-0.62892425,0.21219416,-0.5308367,-0.39498913,-0.80761963,-0.04582147,0.5882208,-0.27660316,-0.7003066,0.31561786,-0.3519647,-0.57651734
0.13959225,-0.8936227,0.42439935,-0.24347258,-0.653358,-0.9352644,-0.060659967,0.3465715,0.37659684,-0.32549736,-0.25614348,-0.10864975,-0.16115263
0.14785221,-0.8527801,0.29663384,0.19400479,-0.30744103,-0.08781975,0.008337212,0.026694858,0.121430665,-0.36885437,-0.4713619,-0.20925151,-0.7802853
0.14992581,-0.64421964,-0.064437166,-0.28648707,-0.3347107,-0.035134774,0.36011326,0.3253349,-0.53223735,-0.6441948,-0.18419269,-0.49278435,-0.7643468
