MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
-270.83972,12.583962,44.102367,-42.281036,-79.98491,3.8507867,-38.374336,-2.3370154,-14.803627,-34.350098,-16.185387,-28.188744,-32.70763
-278.32245,4.798395,38.53099,-42.771057,-71.65284,7.9497614,-38.85026,-9.856285,-16.294601,-31.162952,-13.554037,-21.589178,-29.905327
-275.63406,5.1534643,37.687096,-36.11555,-67.745605,5.2449727,-40.035873,-8.750133,-16.482967,-31.897158,-9.679785,-21.052422,-31.108341
-278.3708,2.557115,41.180214,-32.442127,-67.857956,1.7776377,-38.107178,-2.3663116,-19.207878,-34.70504,-8.919971,-22.25755,-32.129925
-281.97174,-4.1580243,45.30973,-31.504417,-71.38835,0.93927896,-38.252182,-5.3766117,-20.07955,-38.617996,-14.900869,-24.18096,-33.425323
-277.28262,2.144916,46.565033,-30.41698,-74.946396,1.5594413,-40.782803,-3.5862927,-17.39331,-35.353676,-15.449497,-24.568241,-32.64908
-268.66306,7.4095306,39.5139,-34.644104,-75.270294,0.4397744,-42.2024,-2.2562816,-19.293777,-34.39962,-8.056638,-23.747473,-31.046448
-269.17722,12.264874,40.925964,-31.088696,-67.3878,5.1543274,-33.307476,-0.9001315,-15.646286,-29.456278,-5.9833803,-17.647434,-27.789032
-275.86188,23.606718,49.09123,-29.334064,-67.38576,7.4056625,-31.833553,0.11370027,-12.769268,-28.472916,-8.348454,-12.946337,-26.09618
-297.5005,32.69424,45.50876,-27.401182,-60.04875,10.549326,-32.488976,3.2758749,-9.976183,-31.576525,-7.548153,-12.317329,-23.078873
-321.66165,46.44964,40.72952,-24.485819,-55.820587,13.574451,-33.12419,2.8409972,-11.858724,-31.192842,-7.0838046,-14.094279,-19.948458
-348.20648,54.058792,42.35903,-21.944324,-53.97174,13.261245,-29.854067,4.332342,-8.873142,-26.812565,-7.9868836,-13.827386,-17.821774
-379.8742,56.876133,40.030853,-17.546682,-55.797012,12.215708,-25.942375,7.9183106,-5.115185,-23.444813,-4.454359,-11.074429,-12.905459
-411.21262,56.43822,38.065517,-11.0745125,-54.32498,7.8914475,-24.643433,8.549868,-2.0215275,-20.635061,-1.3973877,-9.574083,-11.763148
-440.21796,50.79824,29.536106,-11.676123,-50.23375,2.5281324,-26.178623,6.993471,-3.6325057,-15.891254,-2.4876087,-9.011931,-15.161783
-471.58563,42.806046,19.78856,-10.770369,-40.74469,3.3275366,-23.326405,3.3072393,-4.842095,-13.3976,-4.65751,-9.323008,-11.610699
-499.37628,34.807625,16.932953,-3.490529,-29.549557,2.9949064,-19.964315,2.1337597,-0.3194753,-9.888407,-3.0651493,-12.182146,-11.109316
-509.80457,40.146496,16.695736,-6.7787137,-25.372438,1.6067929,-13.222979,1.3137121,-4.021032,-18.442886,-11.521655,-14.578147,-11.214538
-535.5909,33.511642,12.961041,-7.8432226,-18.174408,-5.3475046,-6.1178885,-1.062948,-6.723164,-16.481792,-15.317062,-16.116959,-10.902737
