SpectralCentroid
1204.06257185641
1365.0696882336015
1470.6869858487562
1492.2396091872365
1591.1864573299895
1671.653113433649
1719.8073980976462
1895.4797276308766
2024.7756696252916
2178.665829688671
2318.596064333586
2346.839482076054
2298.5367561034373
2243.300665763109
2202.621455833615
2096.0408815168785
1959.6860741888556
1853.9043387203922
1785.7250117515568
1719.5397610187727
1638.3555636032522
1556.7409186854982
1484.018460115653
1466.1425643369116
1467.5815182795363
1467.4820679133436
1453.881239152717
1471.1837828133778
1484.1706548199543
1475.1718138202946
1448.5846388300008
1446.2735680762282
1465.600147385733
1483.6881374886295
1478.5997539039843
1472.992640949308
1470.1100592418552
1476.50773351723
1469.9772297165655
1471.0216742847606
1468.4280728226533
1464.1427639557228
1465.0838303270468
1467.4064367863318
1455.865469905605
1462.1929206053387
1469.6377975964997
1475.5943454652604
1475.917496303584
1479.5577512066525
1470.883871776968
1480.8498353147513
1471.8780716688048
1462.214638450806
1465.2206159843545
1464.1567089687412
1462.8290376352768
1467.7237204785288
1463.6634210677873
1479.84755307086
1490.1036457853459
1473.5291363902124
1471.655925957304
1470.4413105294489
1482.6863328055742
1492.1985903864893
1476.2149234027597
1465.4598944192248
1461.6799308572304
1465.4982303176803
1460.0596758873507
1458.867773608627
1457.315990807433
1470.5318608367502
1479.9273930953882
1475.0716036839417
1473.6731916905394
1457.549082564854
1444.5982516665158
1445.8739952607668
1465.5470489244099
1492.9770843468536
